content,sentiment,negative,neutral,positive,highlight
노하라히로시 10년대 1위곡이 벚꽃엔딩임 이 정도면 평정맞지.,positive,0.0061338358,0.034749746,0.95911646,이 정도면 평정맞지
노하라히로시 벚꽃엔딩이면 평정이지.,negative,0.97894555,0.018140007,0.0029144345,노하라히로시 벚꽃엔딩이면 평정이지
발라드원탑은 다른가수인데 장범준은 걍 장르가 장범준이라 독보적임.,positive,0.0005563989,0.00083578716,0.9986078,장범준은 걍 장르가 장범준이라 독보적임
장범준은 작곡도 하잖아.,neutral,0.00055503356,0.9984914,0.0009534911,장범준은 작곡도 하잖아
그럼 조용필 나훈아도 최근 히트곡 없으니 장범준 승이라고 하지 왜ㅋㅋ.,neutral,0.0031118244,0.9935783,0.0033097519,조용필 나훈아도 최근 히트곡 없으니 장범준 승이라고 하지 왜
둘 다 좋긴한데 니들 장범준 노래 지금까지 듣는거 있음??.,positive,0.0038880243,0.01057374,0.98553824,둘 다 좋긴한데 
걍 취향이지 우위가어딧냐 시발 ㅋㅋ,negative,0.9918494,0.007695303,0.0004553222,취향이지 우위가어딧냐 시발 
난 장범준.,neutral,0.00052115385,0.99878114,0.00069773546,난 장범준
가수 평가요소에 가창력은 왜 빼는 지 모르겠음ㅋㅋ,neutral,0.29554808,0.70286256,0.001589396,가수 평가요소에 가창력은 왜 빼는 지 모르겠음
작사작곡만 볼거면 작곡가해야지,neutral,0.008907167,0.98769253,0.003400282,작곡가해야지
애초에 장범준은 다른사람한테 곡을 못 받음자기한테 맞춰서 노래를 기가맥히게 만드는거지.,negative,0.9924776,0.0061634053,0.0013590155,노래를 기가맥히게 만드는거지
노하라히로시 장범준: 뭐야 나 왜죽여요.,negative,0.9967661,0.0028441197,0.00038972747,나 왜죽여요
내기준 범준이.,neutral,0.0005807117,0.99913555,0.00028376124,내기준 범준이
난 무조건 장범준이라 생각했는데 장범준 히트곡이 몇개야.,neutral,0.0007716435,0.9674754,0.031752914,난 무조건 장범준이라 생각했는데 
"하우HOW 장범준 라이브랑 앨범 차이보면 음....장범준은 벚꽃엔딩, 여수밤바다, 흔꽃샴 이세개로 그냥 현세대에서는 음악성으로는 압도적인거같은데.",neutral,0.00090198807,0.97822946,0.020868536,하우HOW 장범준 라이브랑 앨범 차이보면 음
냉정하게 장범준이 승이긴 하지.,neutral,0.0018577337,0.98961616,0.008526107,냉정하게 장범준이 승이긴 하지
이거 아까 듣자마자 성 했었는데 곱씹어볼수록 장범준 대단하네.,positive,0.0006373937,0.0019125157,0.99745005,곱씹어볼수록 장범준 대단하네
장범준이지.,neutral,0.00047060504,0.9987943,0.0007351696,장범준이지
난장범준.,neutral,0.00052115385,0.99878114,0.00069773546,난장범준
학위좀주세요,neutral,0.005269816,0.99432003,0.000410096,학위좀주세요
제발 내는노래마다 잘되는가수 진짜 몇없고 그중에 장범준이 있는데 ㄹㅇㅋㅋ.,positive,0.00073606544,0.0052399617,0.994024,내는노래마다 잘되는가수 진짜 몇없고 
삼성이성규 장범준은 자기가 작곡하는데 ㅋㅋ.,neutral,0.00046256772,0.99894875,0.0005887067,삼성이성규 장범준은 자기가 작곡하는데 
장범준 작곡이 넘사벽이라 종합 점수로 더 높게 평가 받아야되는게 맞다고 생각하긴함.,positive,0.0011604993,0.19610013,0.8027394,장범준 작곡이 넘사벽이라 종합 점수로 더 높게 평가 받아야되는게 맞다고 
 가창력이랑은 별개로..장범준 2집때 성남에서 공연 본적있는데. 진짜 노래잘하더라..,positive,0.0006757906,0.0032465123,0.9960777,가창력이랑은 별개로
장범준 노래를 들으면 이야기 같은게 연상되는게 진짜 큰 힘인거 같음.,neutral,0.00067621336,0.9899144,0.009409357,이야기 같은게 연상되는게 진짜 큰 힘인거 같음
장범준은 작곡하잖아,neutral,0.00067186716,0.99830544,0.0010226625,장범준은 작곡하잖아
걍 비교 자체가 안되는데.,neutral,0.0022398292,0.9962142,0.0015460495,비교 자체가 안되는데
장범준은 지역 경제를 살렸음;;.,neutral,0.0024940013,0.9940507,0.0034553292,장범준은 지역 경제를 살렸음
장범준 승인듯.,neutral,0.0011526662,0.9983789,0.00046848864,장범준 승인듯
나도 장범준.,neutral,0.00053199683,0.99852115,0.0009469236,나도 장범준
난 장범준 순전히 내가 노래들은 횟수만 생각해도 장범준 노래가 2배는 될듯.,neutral,0.0010402793,0.9724534,0.026506266,난 장범준 순전히 내가 노래들은 횟수만 생각해도 장범준 노래가 2배는 될듯
장범준은 천재임ㅇㅇ.,positive,0.000769784,0.0014006922,0.9978295,장범준은 천재임
Lloyds 히트곡도 장범준이 못지 않은거같은데.,neutral,0.0006144065,0.9900248,0.009360753,히트곡도 장범준이 못지 않은거같은데
dksmdjs 여수 먹여 살린 인간을 어찌 저평가를 ㄷㄷㄷ.,negative,0.9985238,0.0010672652,0.00040897788,인간을 어찌 저평가를 
그냥 장범준 노래 뽑는 실력이 미쳤음,positive,0.0007894683,0.001109466,0.99810106,그냥 장범준 노래 뽑는 실력이 미쳤음
 난 엥간한 노래 다 좋더라.,positive,0.0020230217,0.00025342783,0.9977235,난 엥간한 노래 다 좋더라
근데 한국대중음반 100선에 최근에도 버스커 1집이 안꼽히는데 진짜 대중음악이라고 할 수 있는거냐?.,neutral,0.007818184,0.9895126,0.0026691828,근데 
장범준이 진심모드로 계속 작곡했으면 진짜 슈퍼스타 가능인데 결혼한 뒤로는 그냥 즐기면서 사는듯.,positive,0.000535347,0.002096088,0.9973686,결혼한 뒤로는 그냥 즐기면서 
장범준은 시대의 아이콘임,positive,0.0005378616,0.0037116928,0.9957504,장범준은 시대의 아이콘임
" 그 특유의 작곡작사 능력, 창법, 감성은 그 누구도 대체 못하는 그러니까 벚꽃엔딩부터 지금까지 사랑받는거지.",positive,0.001225118,0.0005781493,0.9981968,벚꽃엔딩부터 지금까지 사랑받는거지
벚꽃엔딩 넘을수 있나.,neutral,0.0017067556,0.9933563,0.0049369307,벚꽃엔딩 넘을수 있나
일반인 기준 가창력로만 따지면 소향이 우리나라 올타임 넘버원 가수냐 ㅋㅋ,positive,0.008241135,0.0012062291,0.99055266,일반인 기준 가창력로만 따지면 소향이 우리나라 올타임 넘버원 가수냐 
장범준이 보컬 실력 좀 밀려도 시대 풍미한 가수는 맞다.,positive,0.00051120424,0.0012565792,0.9982322,시대 풍미한 가수는 맞다
그림도 AI가 그리고 노래도 AI가 부르는 마당에자기 노래를 자기 손으로 못쓰는사람을 아티스트라고 부를수 있냐는 근본적인 질문에 답을 해야할 때임,neutral,0.0015218662,0.9968135,0.0016647148,부르는 마당에자기 노래를 자기 손으로 못쓰는사람을 아티스트라고 부를수 있냐는 근본적인 질문에 답을 해야할 때임
이런 면에서 장범준이 위라고 봄.,neutral,0.001211257,0.94722646,0.051562272,이런 면에서 장범준이 위라고 봄
장범준 굴욕이네 ㅋㅋ.,negative,0.9981431,0.0016245731,0.00023239189,장범준 굴욕이네 
장범준은 비교적 최근이라 저평가 있는듯.,negative,0.989799,0.003840996,0.0063598943,장범준은 비교적 최근이라 저평가 있는듯
장범준  파급력은 진짜 어마어마하지 않나 전국민이 알만한 곡도 가지고있고.,positive,0.0004720352,0.0025011306,0.99702686,장범준  파급력은 진짜 어마어마하지 않나 전국민이 알만한 곡도 가지고
장범준은 한시대를 만들고 정점에 선사람임...,neutral,0.0051411036,0.8911184,0.10374052,장범준은 한시대를 만들고 정점에 선사람임
가기로했으면가 버스커 장범준노래를 많이 안찾아듣는다는 소리는 근거없는 소리아님?.,negative,0.99688417,0.0025639655,0.00055193505,듣는다는 소리는 근거없는 소리아님
장범준이 ㅈ으로 보이냐?,negative,0.99835724,0.0013733244,0.00026940863,장범준이 ㅈ으로 보이냐
 막말로 장범준이 연예계 활동 했음,negative,0.9943969,0.005365727,0.0002373122,막말로 장범준이 연예계 활동 했음
 그냥 99대 1 나왔음 ㅋㅋㅋ.,neutral,0.00042363512,0.99931574,0.00026066927,그냥 99대 1 나왔음 
슈스케 최고의 아웃풋 아닌가싶다,positive,0.0014704362,0.0015361537,0.9969934,슈스케 최고의 아웃풋 아닌가싶다
버스커버스커.ㅁㅅㅍㅌ,neutral,0.00091896724,0.99887043,0.00021054104,버스커버스커
 벚꽃엔딩은 아실듯.,neutral,1.2179206e-05,0.9999125,7.534243e-05,벚꽃엔딩은 아실듯
우리아빠 요즘노래 아무것도 모르는데도 벚꽃엔딩 벨소리로 해두심ㅋㅋㅋ.,neutral,1.727695e-05,0.9999691,1.35414875e-05,벚꽃엔딩 벨소리로 해두심
장범준은 활동도안하고 음원만던지는데 파워존나세잖아.,negative,0.93606037,0.042055707,0.021883883,파워존나세잖아
다떠나서 장범준 노래를 더많이 들어서난 장범준.장범준 노래 허어어어어어어엉이 대부분아녀?.,neutral,0.0011730313,0.9967578,0.0020691971,장범준 노래 허어어어어어어엉이 대부분아녀
가창력이나 이런거 볼게 아니라 가수면  대중성&그외등등 다 고려 해야하는거 아닌가,neutral,0.004687976,0.9946292,0.0006828717,가창력이나 이런거 볼게 아니라 가수면  대중성
  그런면에선  장범준이 맞다고봄 둘이 같은 장르도 아니고 전혀 다른 장르인데 비교할꺼면  가창력&대중성 파급력 최고점 등등 다 반영해야지.,positive,0.00062985526,0.0021630295,0.9972071,대중성 파급력 최고점 등등 다 반영해야지
ㄹㅇ취향영역 장범준은 음원이랑 독보적 스타일로 비비는거긴함.꼬우면 앨범 좀 내라 장범준.,negative,0.9739896,0.019513007,0.006497447,면 앨범 좀 내라 장범준
"둘이 강점있는 분야가 아예 달라서 비교의미가 없다생각하지만 장범준은 21세기 한국 남자싱어송라이터중 원탑아니냐.더 좋고 나쁘고를 떠나서 ""대중가수""로썬 장범준이 위지..한섬닷컴 ??",neutral,0.006965554,0.9862797,0.0067547113,장범준이 위지
 20대 중후반 학창시절때 딱 버스커버스커 전성기였는데 뭔소리임.,neutral,0.002793416,0.96539813,0.03180845,뭔소리임
한섬닷컴 엠팍 틀딱 새끼들이 장범준 고르는걸 보여줘도 이런 소리를 하면 어쩌누 얜 ㅋㅋ.,negative,0.9992434,0.00036458956,0.00039197432,한섬닷컴 엠팍 틀딱 새끼들이 장범준 고르는걸 보여줘도 이런 소리를 하면 어쩌누 얜 
다른건 모르겠고 장범준이 내려치기 당할 클래스는아닌데.,neutral,0.24562135,0.7424102,0.011968394,장범준이 내려치기 당할 클래스는아닌데
"본인 자작곡으로 한 시대 씹어먹은 장범준이 위지 버스커버스커 1집 여수밤바다, 벚꽃엔딩에서 게임 끝임.",neutral,0.00049540884,0.9972155,0.0022890512,씹어먹은 장범준이 위지 버스커버스커 1집 여수밤바다
음악적 성과로 보면 닥 장범준인거같은데.,positive,0.0006328513,0.0011265819,0.9982406,음악적 성과로 보면 닥 장범준인거같은데
축구선수 비교랑 비슷하다고 봄 꾸준함도 중요한데 임팩트에 조금 더 점수가 간다고 생각한 그래서 장범준이 조금 더 위지 않을까 생각해봄.,neutral,0.0016431328,0.9362798,0.062077068,장범준이 조금 더 위지 않을까 
음원은 장범준이 압승인데.데뷔연차가 십년 가까이 차이나는데 삐까뜨는거 자체가 장범준 압승 아님?.,negative,0.8248742,0.17336556,0.0017601073,삐까뜨는거 자체가 장범준 압승 아님
본인 힙찔이임 내 기준 장범준 압승.,positive,0.0029565296,0.0075365915,0.9895069,본인 힙찔이임 내 기준 장범준 압승
나도 장범준먼 미래에 더 회자될거 같음.,neutral,0.00063965,0.9978157,0.0015445071,미래에 더 회자될거 같음
지프는지프 장범준 벜벜시절까지 합쳐서 나온노래가 60여곡인데 제발뇌절좀ㅋㅋㅋ.,negative,0.99641776,0.0029732445,0.000609039,지프는지프 장범준 벜벜시절까지 합쳐서 
44777 전성기 고점으로 보자고 하면 버스커 벚꽃연금 이길만한 앨범이 있음?.,neutral,0.005827245,0.97387457,0.020298189,44777 전성기 고점으로 보자고 
둘다 취향차이이긴한데스탈이 너무달라서 히트곡으로 치면 장범준이 압승이긴함벚꽃연금은 ㄹㅇ 넘사.,positive,0.0021581429,0.01800568,0.9798362,히트곡으로 치면 장범준이 압승이긴함벚꽃연금은 
장범준 노래 다 똑같이 들리고 음색도 다 똑같은데 발라드 가수로 뭐가 더 좋다는지 모르겠네,negative,0.7363151,0.24099082,0.022694107,발라드 가수로 뭐가 더 좋다는지 모르겠네
 노래 걍 존나 질리는데.자람자 근데 장범준이 발라드 가수로 치는게 맞나 ㅋㅋ.,negative,0.98551023,0.013068588,0.0014211261,노래 걍 존나 질리는데
노래실력 빼면 다 장범준 승아님?.,positive,0.00074636884,0.0030140844,0.99623954,노래실력 빼면 다 장범준 승아님
난 장범준 노래를 많이 들어서 장범준.벚꽃엔딩 < 끝판왕.0나니 딴건 모르겠고 벚꽃엔딩에 미소천사가 비빌수있음?.,positive,0.00054775225,0.001905068,0.9975472,벚꽃엔딩에 미소천사가 비빌수있음
저논리면 박효신도 장범준한테 못비빔 ㅋㅋㅋㅋ,negative,0.99178207,0.0077159777,0.0005019288,저논리면 박효신도 장범준한테 못비빔 
밪꽃엔딩으로 장범준 전무후무 국내 최고가수 등극수준인데ㅋㅋㅋㅋㅋ.,positive,0.0016747855,0.00063360634,0.99769163,밪꽃엔딩으로 장범준 전무후무 국내 최고가수 등극수준인데
버스커 1집은 충격이었음.,negative,0.99779046,0.0018908515,0.00031862795,버스커 1집은 충격이었음
장범준 음색이 진짜 독특한데 질리는 사람없음??,positive,0.001640556,0.012608978,0.98575044,장범준 음색이 진짜 독특한데 
나는 슈스케때 버스커 투표도하면서 잘 들었는데언제부턴가 좀 물린달까..,neutral,0.00082680205,0.99891627,0.00025694334,언제부턴가 좀 물린달까
  노래는 다른사람이 부를때 좋은데 버스커 때 노래나 솔로 노래는 안듣게되던데.내기준에선 비교불가 장범준 압승임 ㅋㅋ,positive,0.0007853006,0.009600623,0.98961407,내기준에선 비교불가 장범준 압승임 
 가요를 그렇게 많이듣는건 아니지만 아는 노래중에 장범준노래가 훨씬 많음.,neutral,0.00031300416,0.99514043,0.0045466567,아는 노래중에 장범준노래가 훨씬 많음
그냥 무조건 장범준 아닌가?,neutral,0.0010842117,0.99739397,0.0015218254,그냥 무조건 장범준 아닌가
 논쟁하는게 신기하네.,neutral,0.065349095,0.93354577,0.0011050915,논쟁하는게 신기하네
"아이스베어1 장범준이 프로듀싱으로 1,2등이요? ㅋㅋㅋ.",neutral,0.00043577192,0.9986713,0.0008930517,아이스베어1 장범준이 프로듀싱으로 1
당장 둘이 동시에 동네에서 공연중인데 어느거 보러갈래 하면 난 장범준 보러감 그리고 이 질문으로 설문하면 장범준이 압도적으로 이길거 같은데.,neutral,0.0014661448,0.9556965,0.04283738,이 질문으로 설문하면 장범준이 압도적으로 이길거 같은데
멍청이바로너 근데 장범준도 원탑이었던적이 없음.,negative,0.99706143,0.0009185145,0.0020199516,멍청이바로너 근데 
애초에 스타일도 시대도 조금 차이 나서 비교군인가 싶음ㅋㅋㅋㅋ,neutral,0.007130535,0.9922766,0.0005928384,애초에 스타일도 시대도 조금 차이 나서 
" 개인적으로 후대에 가수로 누가 더 좋은 평가받냐하면 장범준일거 같긴한데, 난 둘 다 좋아하는 가수라 택하기 어렵다ㅋㅋㅋㅋ.",negative,0.9575774,0.040010296,0.0024122486,다 좋아하는 가수라 택하기 어렵다
작곡능력을 포함해버리면 김나박이보다 장범준인건가?.,neutral,0.21509722,0.77521056,0.009692156,작곡능력을 포함해버리면 김나박이보다 장범준인건가
박정규 여수사람들에게 혼나요.,negative,0.9967726,0.002883612,0.00034373289,박정규 여수사람들에게 혼나요
박정규 장범준 음원 성적 대한민국 탑에 드는 가수임,positive,0.0007214818,0.00082131935,0.9984572,박정규 장범준 음원 성적 대한민국 탑에 드는 가수임
 이건 좀....장범준 곡 중에 몇개는 10년 20년 뒤에도 흔히 들릴거 같긴함ㅋㅋ.,neutral,0.0009982286,0.99385095,0.005150735,뒤에도 흔히 들릴거 같긴함
화산귀환1 ???,negative,0.9641395,0.035421353,0.00043907244,화산귀환1 
 봄 하면 난 아직도 벚꽃엔딩인데 이게 그냥 원탑아님???.,neutral,0.0037125195,0.9798814,0.016406123,이게 그냥 원탑아님
난 흔꽃샴에서 장범준 파워 체감함 ㅋㅋ,neutral,0.0017021947,0.9266127,0.07168508,난 흔꽃샴에서 장범준 파워 체감함 
보통 ost는 아 이거 그 드라마!,neutral,0.00013101212,0.99947196,0.00039701874,보통 ost는 아 이거 그 드라마
 인데멜로가체질은 아 이거 장범준이 ost 부른거!,neutral,0.00012870366,0.9986241,0.0012472216,멜로가체질은 아 이거 장범준이 ost 부른거
 임.,neutral,0.0009984999,0.9980636,0.0009378859,임
성발라 데뷔 때부터 봤지만  장범준  택할게요.,neutral,0.0009761075,0.9975134,0.0015104738,  장범준  택할게요
지나이 벚꽃엔딩은 세대 뿐만 아니라 시대까지 아우르지.,neutral,0.022027215,0.97142845,0.006544369,시대까지 아우르지
아 그래서 킬링보이스 장범준 나왔냐고 ㅋㅋㅋ,positive,0.00043007568,0.002291448,0.9972785,아 그래서 킬링보이스 장범준 나왔냐고 
 조회수는 꽁이냐고 ㅋㅋㅋ.,negative,0.8243611,0.17412767,0.0015112624,조회수는 꽁이냐고 
근데 장범준도 발라드 가수로 분류함??,neutral,0.0029811128,0.9965215,0.0004974201,근데 장범준도 발라드 가수로 분류함
 그냥 둘이 느낌이 다른거같은데.,neutral,0.0016503292,0.99805,0.00029975708,그냥 둘이 느낌이 다른거같은데
귀로천 장범준이 히트곡 더많은데차트 줄세우고월간차트 1위2위3위 먹던새끼임.,negative,0.9976751,0.0012685066,0.0010563271,월간차트 1위2위3위 먹던새끼임
장범준.,neutral,0.0004902312,0.999015,0.0004948287,장범준
난 장범준이더좋아.,positive,0.000512769,0.0013414761,0.9981458,난 장범준이더좋아
장범준이 유재하 김광석급에 장르를 만들고 시대를 휩쓴급으로 평가 받기도 하는구나.,positive,0.0007297875,0.0006922133,0.99857795,급으로 평가 받기도 하는구나
음원성적으로 따질거면 김나박이 다 갖다대도 장범준 아래잖아;;.,negative,0.99884844,0.0009084042,0.00024318042,음원성적으로 따질거면 김나박이 다 갖다대도 장범준 아래잖아
장범준은 근데 악뮤랑 비교하는게 맞지않냐 ㄹㅇ.,neutral,0.015624424,0.98168176,0.0026938305,악뮤랑 비교하는게 맞지않냐 
걍 장범준이지 뭐.. ㅋㅋ.,neutral,0.00016688863,0.9996216,0.0002115202,걍 장범준이지 뭐
걍 장범준은 곡하나로 시대를 풍미함 그거에서 비교불가.,positive,0.00085980137,0.0022656152,0.9968746,장범준은 곡하나로 시대를 풍미함 그거에서 비교불가
자시안 벚꽃 ㅋㅋ.,neutral,0.000102154125,0.99983203,6.581554e-05,자시안 벚꽃 
자시안 장범준은 버스커시절 인디계탑이지,neutral,0.0010977959,0.9893939,0.009508232,자시안 장범준은 버스커시절 인디계탑이지
지금도 볼사10센치정도랑 같이 최상위고.장범준이 이겼다는 댓글은 아닌데 장범준은 10~20대에 전폭적인 지지 한 30초까지?,neutral,0.006604878,0.6973299,0.2960652,장범준이 이겼다는 댓글은 아닌데 장범준은 10~20대에 전폭적인 지지 한 30초까지
 엄청난듯..,neutral,0.002854233,0.99626285,0.00088293245,엄청난듯
  솔직히 노래도 공감대 적절히 있고 따라부르기도 쉽고 표절의혹도 없고 엄청난 사람임 사람자체가 서글서글해서 만만하게 보이는듯 하지만 실제로 행사같은것도 거의 안하고도 잘먹고 잘사는 엄청난 사람아닌가.,positive,0.0,0.0,1.0,행사같은것도 거의 안하고도 잘먹고 잘사는 엄청난 사람아닌가
벚꽃연금 받는 장범준이 위너다...,positive,0.0014933959,0.023376891,0.9751297,벚꽃연금 받는 장범준이 위너다
장범준 노래를 더 많이알아서 장범준.,neutral,0.00039556858,0.9985359,0.0010685391,장범준 노래를 더 많이알아서 
저런논리면 김나박이 다 장범준밑인데 이렇게비교하는게맞음?.,negative,0.9987355,0.000760013,0.00050444517,저런논리면 김나박이 다 장범준밑인데 이렇게비교하는게맞음
수선생님 엄마 앞에서 장범준 선택하면 호적 파일 듯.수선생님 장범준 부모님도 임영웅 찍음.상업적으로 장범준승괜히 여수밤바다 벚꽃엔딩 노래방에서 이런게 회자되는게아님.,neutral,0.00095957355,0.9932562,0.0057842787,상업적으로 장범준승괜히 여수밤바다 벚꽃엔딩 노래방에서 이런게 회자되는게아님
"""장범준 굴욕인데요.",negative,0.99721485,0.0025408186,0.00024438836,장범준 굴욕인데요
"성 쓴 댓글들 보니까 엠팍 아재들 얼마나 시대흐름에 못따라가고 있는지.. 새삼 또 느끼고 갑니다 ㅜㅠ""",negative,0.9978248,0.001676003,0.00049923983,"새삼 또 느끼고 갑니다 ㅜㅠ"""
짤에 있는 댓글인데 개인적으로 내가 제일 싫어하는 류의 댓글임.,negative,0.99113196,0.008450302,0.00041763004,개인적으로 내가 제일 싫어하는 류의 댓글임
 그냥 사람들 취향이나 의견이 갈릴 수도 있는 건데 마치 정답은 꼭 하나여야 하고 반댓쪽은 틀렸다는 전재로 저딴 댓글 쓰는데 인터넷에서 의견 갈리는 게 당연하지.,neutral,0.022711953,0.9766634,0.00062466733,인터넷에서 의견 갈리는 게 당연하지
