content,sentiment,negative,neutral,positive,highlight
 2017년 05월 15일 군 입대를 앞두고 마지막으로 낸 음원이었지만 장범준 스스로 '가장 안 유명한 노래'라고 말할 정도로 상업적으로 가장 부진하였다.,negative,0.9986802,0.00074030116,0.00057948934,말할 정도로 상업적으로 가장 부진하였다
이런 애들은 장범준 앨범도 꽤 망한 게 많은데 모르나보네ㅋㅋㅋ,negative,0.99887663,0.000645977,0.00047733923,이런 애들은 장범준 앨범도 꽤 망한 게 많은데 
가수는 무엇보다 노래가 좋아야뜨는거고 장범준도 다음 앨범 내봐야 아는거임.,neutral,0.0009751257,0.9953921,0.0036328207,가수는 무엇보다 노래가 좋아야뜨는거고 장범준도 다음 앨범 내봐야 아는거임
나한테 장범준은 따라부르기 좋은 노래 많이 내주는 가수.,positive,0.00047314077,0.0011136389,0.9984132,좋은 노래 많이 내주는 가수
 슈스케로 대박낸 원히터가수 정도로 생각했는데 평가가 많이 높았네.,positive,0.0010557545,0.0005586944,0.99838555,평가가 많이 높았네
허밋 히트곡도 장범준이 딱히 안밀림.,negative,0.98848045,0.0103558125,0.0011637347,허밋 히트곡도 장범준이 딱히 안밀림
섹보스지스털섹 공감 ㅋㅋ,negative,0.996454,0.0031250208,0.00042099002,섹보스지스털섹 공감 
 걍 장범준은 진짜 천재같은데.,positive,0.001306177,0.001789821,0.99690396,장범준은 진짜 천재같은데
2월30일 벚꽃엔딩 여수밤바다 스테디셀러.,neutral,0.00013909645,0.9994874,0.00037347863,2월30일 벚꽃엔딩 여수밤바다 스테디셀러
MP5,neutral,8.0903344e-05,0.9997799,0.00013916739,MP5
 진지하게 벚꽃엔딩 이기려면 붉은노을정도는 가져와야....,neutral,4.5079378e-05,0.999941,1.3891353e-05,진지하게 벚꽃엔딩 이기려면 붉은노을정도는 가져와야
"엠팍은 이승철 vs 임창정도 임창정이 이기는 곳인데 뭐그냥 3040 야구 사이트라서 술 마시고 노래방에서 절절하게 부를 수 있는 가수, 통계와 숫자 나열에 앞서 보이는 가수가 이김.",neutral,0.0015833281,0.99335665,0.0050600152,보이는 가수가 이김
티아고메시 장범준은 대상가수임.,neutral,0.00082193944,0.9967584,0.0024197514,티아고메시 장범준은 대상가수임
티아고메시 응 장범준은 대상이야 ㅋㅋㅋㅋㅋㅋㅋ.,neutral,0.00091670983,0.9958805,0.0032027287,티아고메시 응 장범준은 대상이야 
티아고메시 장범준은 버스커 시절 앨범나온다고 줄세우고 멜론 마비까지 시킴1213 이시즌은 진짜 전부 버스커노래부르고.티아고메시 벚꽃엔딩도 벌써 10년됨.,neutral,0.0020874909,0.97956514,0.01834747,티아고메시 장범준은 버스커 시절 앨범나온다고 
노하라히로시 그럼 왜 버스커버스커는 뺄라그러세요?,negative,0.9871717,0.012311206,0.00051708386,노하라히로시 그럼 왜 버스커버스커는 뺄라그러세요
 장범준이 본체인거 다 아는데 그 밴드.노하라히로시 10년대 1위곡이 벚꽃엔딩임 이 정도면 평정맞지.,positive,0.0023579295,0.021963209,0.97567886,이 정도면 평정맞지
노하라히로시 벚꽃엔딩이면 평정이지.,negative,0.97894555,0.018140007,0.0029144345,노하라히로시 벚꽃엔딩이면 평정이지
발라드원탑은 다른가수인데 장범준은 걍 장르가 장범준이라 독보적임.,positive,0.0005563989,0.00083578716,0.9986078,장범준은 걍 장르가 장범준이라 독보적임
장범준은 작곡도 하잖아.,neutral,0.00055503356,0.9984914,0.0009534911,장범준은 작곡도 하잖아
그럼 조용필 나훈아도 최근 히트곡 없으니 장범준 승이라고 하지 왜ㅋㅋ.,neutral,0.0031118244,0.9935783,0.0033097519,조용필 나훈아도 최근 히트곡 없으니 장범준 승이라고 하지 왜
둘 다 좋긴한데 니들 장범준 노래 지금까지 듣는거 있음??.khanhyo,positive,0.0007451576,0.0030327458,0.996222,둘 다 좋긴한데 
 니가 듣기에는 명곡일지 모르지만대중적으로 히트했냐고 물어보면 글쎄임..,negative,0.9748503,0.02329628,0.0018534609,글쎄임
장범준은 벚꽃 엔딩 이후로도 솔직히 낼 때 마다 히트했음.,positive,0.0006747252,0.00079131377,0.99853396,히트했음
 그냥 스트리밍 기록이 입증함물론 누구를 더 좋아하냐는 취향 차이긴 함.,neutral,0.002761266,0.9959181,0.0013206943,스트리밍 기록이 입증함물론 누구를 더 좋아하냐는 취향 차이긴 함
로제박은빈카리나 그런식이면 남자 아이돌 스트리밍 기록들 넘사로 나오는것고 그걸로 입증할 수 있을 듯 앨범 판매량이라던지 그것도 니가 판단하는 기준인거잖아,negative,0.9257347,0.07235816,0.0019071412,그것도 니가 판단하는 기준인거잖아
그렇게 따지면 콘서트 관객수 기준이라던지 대중적으로 더 알려진 유명세가 입증함물론 누구를 더 좋아하냐,negative,0.97850025,0.020548768,0.00095105177,그렇게 따지면 콘서트 관객수 기준이라던지 대중적으로 더 알려진 유명세가 입증함물론 누구를 더 좋아하냐
"난 취향 차이긴 함니가 듣기에는 명곡일지 모르지만 벚꽃, 여수 빼고는 대다수 모르는게 더 많음.",neutral,0.0020014592,0.9954906,0.002507913,여수 빼고는 대다수 모르는게 더 많음
khanhyo 개소리 좀 하지마;,negative,0.999114,0.00064551824,0.00024045291,khanhyo 개소리 좀 하지마
 노래도 좀 듣고 살고벚꽃 여수 말고 모른다니 뭔 개소리를 하고있어 ㅋㅋㅋㅋㅋㅋㅋ,negative,0.99917597,0.00052472384,0.00029927675,모른다니 뭔 개소리를 하고
 뭔 남자 아이돌 타령이여.,negative,0.99896586,0.0008334922,0.00020066762,뭔 남자 아이돌 타령이여
걍 취향이지 우위가어딧냐 시발 ㅋㅋ,negative,0.9918494,0.007695303,0.0004553222,취향이지 우위가어딧냐 시발 
난 장범준.솔직히 매년 봄마다 역주행 찍는 곡 있는 것부터가 장범준이 우위 아닌가...,neutral,0.00080565,0.991193,0.008001382,장범준이 우위 아닌가
한국차트 역사상 정기적으로 역주행하는 곡 있나?.,neutral,0.001252628,0.998083,0.00066433253,한국차트 역사상 정기적으로 역주행하는 곡 있나
가수 평가요소에 가창력은 왜 빼는 지 모르겠음ㅋㅋ,neutral,0.29554808,0.70286256,0.001589396,가수 평가요소에 가창력은 왜 빼는 지 모르겠음
작사작곡만 볼거면 작곡가해야지,neutral,0.008907167,0.98769253,0.003400282,작곡가해야지
애초에 장범준은 다른사람한테 곡을 못 받음자기한테 맞춰서 노래를 기가맥히게 만드는거지.,negative,0.9924776,0.0061634053,0.0013590155,노래를 기가맥히게 만드는거지
노하라히로시 장범준: 뭐야 나 왜죽여요.,negative,0.9967661,0.0028441197,0.00038972747,나 왜죽여요
내기준 범준이.,neutral,0.0005807117,0.99913555,0.00028376124,내기준 범준이
난 무조건 장범준이라 생각했는데 장범준 히트곡이 몇개야.,neutral,0.0007716435,0.9674754,0.031752914,난 무조건 장범준이라 생각했는데 
"하우HOW 장범준 라이브랑 앨범 차이보면 음....장범준은 벚꽃엔딩, 여수밤바다, 흔꽃샴 이세개로 그냥 현세대에서는 음악성으로는 압도적인거같은데.",neutral,0.00090198807,0.97822946,0.020868536,하우HOW 장범준 라이브랑 앨범 차이보면 음
냉정하게 장범준이 승이긴 하지.,neutral,0.0018577337,0.98961616,0.008526107,냉정하게 장범준이 승이긴 하지
이거 아까 듣자마자 성 했었는데 곱씹어볼수록 장범준 대단하네.,positive,0.0006373937,0.0019125157,0.99745005,곱씹어볼수록 장범준 대단하네
장범준이지.,neutral,0.00047060504,0.9987943,0.0007351696,장범준이지
난장범준.,neutral,0.00052115385,0.99878114,0.00069773546,난장범준
학위좀주세요,neutral,0.005269816,0.99432003,0.000410096,학위좀주세요
제발 내는노래마다 잘되는가수 진짜 몇없고 그중에 장범준이 있는데 ㄹㅇㅋㅋ.,positive,0.00073606544,0.0052399617,0.994024,내는노래마다 잘되는가수 진짜 몇없고 
삼성이성규 장범준은 자기가 작곡하는데 ㅋㅋ.,neutral,0.00046256772,0.99894875,0.0005887067,삼성이성규 장범준은 자기가 작곡하는데 
장범준 작곡이 넘사벽이라 종합 점수로 더 높게 평가 받아야되는게 맞다고 생각하긴함.,positive,0.0011604993,0.19610013,0.8027394,장범준 작곡이 넘사벽이라 종합 점수로 더 높게 평가 받아야되는게 맞다고 
 가창력이랑은 별개로..장범준 2집때 성남에서 공연 본적있는데. 진짜 노래잘하더라..,positive,0.0006757906,0.0032465123,0.9960777,가창력이랑은 별개로
장범준 노래를 들으면 이야기 같은게 연상되는게 진짜 큰 힘인거 같음.,neutral,0.00067621336,0.9899144,0.009409357,이야기 같은게 연상되는게 진짜 큰 힘인거 같음
장범준은 작곡하잖아,neutral,0.00067186716,0.99830544,0.0010226625,장범준은 작곡하잖아
걍 비교 자체가 안되는데.,neutral,0.0022398292,0.9962142,0.0015460495,비교 자체가 안되는데
장범준은 지역 경제를 살렸음;;.,neutral,0.0024940013,0.9940507,0.0034553292,장범준은 지역 경제를 살렸음
할인정보추 막걸리나 여수밤바다 꽃송이가 벚꽂엔딩만 히트했지 나머지는 비교도 안되는구만.,positive,0.17517476,0.29586044,0.52896476,할인정보추 막걸리나 여수밤바다 꽃송이가 벚꽂엔딩만 히트했지 나머지는 비교도 안되는구만
한섬닷컴 ???,neutral,0.00060143974,0.9991423,0.00025616778,한섬닷컴 
노래방에서 흔꽃샴 처음엔 사랑이란게 등등 이게 비교가 안된다고? ㅋㅋㅋㅋ.,negative,0.9641765,0.034974582,0.0008488945,노래방에서 흔꽃샴 처음엔 사랑이란게 등등 이게 비교가 안된다고
한섬닷컴 니가 넣은 게 히트곡이면 장범준 발표곡은 대부분 히트곡임.,neutral,0.0015458642,0.7450191,0.25343502,한섬닷컴 니가 넣은 게 히트곡이면 장범준 발표곡은 대부분 히트곡임
장범준 승인듯.,neutral,0.0011526662,0.9983789,0.00046848864,장범준 승인듯
나도 장범준.순돌스 보컬 능력은 일반인들도 장범준 터는 사람 많을걸.,neutral,0.0026286482,0.99550456,0.0018668796,순돌스 보컬 능력은 일반인들도 장범준 터는 사람 많을걸
난 장범준 순전히 내가 노래들은 횟수만 생각해도 장범준 노래가 2배는 될듯.,neutral,0.0010402793,0.9724534,0.026506266,난 장범준 순전히 내가 노래들은 횟수만 생각해도 장범준 노래가 2배는 될듯
장범준은 천재임ㅇㅇ.,positive,0.000769784,0.0014006922,0.9978295,장범준은 천재임
Lloyds 히트곡도 장범준이 못지 않은거같은데.,neutral,0.0006144065,0.9900248,0.009360753,히트곡도 장범준이 못지 않은거같은데
Lloyds 히트곡은 장범준이 압도적으로많음.,neutral,0.0009646452,0.94379896,0.055236347,히트곡은 장범준이 압도적으로많음
dksmdjs 아마 취향타서 그런듯 장범준노래는 그런류 잘안듣는 사람은 아예 안듣더라 다 비슷해서.,neutral,0.00087418995,0.9985311,0.00059467903,취향타서 그런듯 장범준노래는 그런류 잘안듣는 사람은 아예 안듣더라 다 비슷해서
dksmdjs 여수 먹여 살린 인간을 어찌 저평가를 ㄷㄷㄷ.,negative,0.9985238,0.0010672652,0.00040897788,인간을 어찌 저평가를 
그냥 장범준 노래 뽑는 실력이 미쳤음,positive,0.0007894683,0.001109466,0.99810106,그냥 장범준 노래 뽑는 실력이 미쳤음
 난 엥간한 노래 다 좋더라.,positive,0.0020230217,0.00025342783,0.9977235,난 엥간한 노래 다 좋더라
근데 한국대중음반 100선에 최근에도 버스커 1집이 안꼽히는데 진짜 대중음악이라고 할 수 있는거냐?.,neutral,0.007818184,0.9895126,0.0026691828,근데 
"광안대교 여수밤바다, 벛꽃엔딩 -끝-.",neutral,9.297959e-05,0.99966645,0.00024062787,벛꽃엔딩 
시대가 지나면 장범준은 엄청 고평가받을 사람임.,positive,0.0006371617,0.010125697,0.9892371,시대가 지나면 장범준은 엄청 고평가받을 사람임
장범준이 진심모드로 계속 작곡했으면 진짜 슈퍼스타 가능인데 결혼한 뒤로는 그냥 즐기면서 사는듯.,positive,0.000535347,0.002096088,0.9973686,결혼한 뒤로는 그냥 즐기면서 
장범준은 시대의 아이콘임,positive,0.0005378616,0.0037116928,0.9957504,장범준은 시대의 아이콘임
" 그 특유의 작곡작사 능력, 창법, 감성은 그 누구도 대체 못하는 그러니까 벚꽃엔딩부터 지금까지 사랑받는거지.",positive,0.001225118,0.0005781493,0.9981968,벚꽃엔딩부터 지금까지 사랑받는거지
벚꽃엔딩 넘을수 있나.,neutral,0.0017067556,0.9933563,0.0049369307,벚꽃엔딩 넘을수 있나
선사해 벚꽃엔딩 넘을 수 있는 곡은 가요계 통틀어도 몇 개 없을걸?.,positive,0.0015087912,0.026066866,0.9724243,선사해 벚꽃엔딩 넘을 수 있는 곡은 가요계 통틀어도 몇 개 없을걸
곧발롱위너비닐신 저번 앨범 망한건 ㅇㅈ,negative,0.99898225,0.00066410186,0.00035356922,곧발롱위너비닐신 저번 앨범 망한건 
근데 뭐 아이돌 제외하고 10만씩 팔아제끼는 가수가 있나찾아보니 장범준 가장 최근 앨범 3집은 초동 3000장이라는데 왜 초동으로 이러는지 모름.일반인 기준 가창력로만 따지면 소향이 우리나라 올타임 넘버원 가수냐 ㅋㅋ,negative,0.9972351,0.0018328049,0.00093215954,일반인 기준 가창력로만 따지면 소향이 우리나라 올타임 넘버원 가수냐 
장범준이 보컬 실력 좀 밀려도 시대 풍미한 가수는 맞다.,positive,0.00051120424,0.0012565792,0.9982322,시대 풍미한 가수는 맞다
그림도 AI가 그리고 노래도 AI가 부르는 마당에자기 노래를 자기 손으로 못쓰는사람을 아티스트라고 부를수 있냐는 근본적인 질문에 답을 해야할 때임,neutral,0.0015218662,0.9968135,0.0016647148,부르는 마당에자기 노래를 자기 손으로 못쓰는사람을 아티스트라고 부를수 있냐는 근본적인 질문에 답을 해야할 때임
이런 면에서 장범준이 위라고 봄.ZUTOMAYO,neutral,0.00017890017,0.99742883,0.00239222,이런 면에서 장범준이 위라고 봄
 지금 10년 20년전 결과물로 얘기하는데 이제 ai 나와서 작곡 잘하는 장범준이 위라는게 논리적이냐고.,negative,0.99412787,0.005662798,0.00020927201,작곡 잘하는 장범준이 위라는게 논리적이냐고
이제부터 ai 때문에 장범준의 작곡이 더 빛을 바라면 모를까 아직 암것도 없는데 ㅋㅋㅋ,neutral,0.0007958685,0.99700755,0.0021966235,이제부터 ai 때문에 장범준의 작곡이 더 빛을 바라면 모를까 
그리고 작곡 작사도 이제 ai가 함 ㅋㅋㅋ,neutral,0.0028771749,0.9961522,0.0009705198,작곡 작사도 이제 ai가 함 
이세돌 이창호 얘기하는데 ai가 압살 이지랄 하는 꼴베기 싫은 말 하네.,negative,0.99899226,0.00071745674,0.0002901852,이세돌 이창호 얘기하는데 
장범준 굴욕이네 ㅋㅋ.,negative,0.9981431,0.0016245731,0.00023239189,장범준 굴욕이네 
장범준은 비교적 최근이라 저평가 있는듯.,negative,0.989799,0.003840996,0.0063598943,장범준은 비교적 최근이라 저평가 있는듯
장범준  파급력은 진짜 어마어마하지 않나 전국민이 알만한 곡도 가지고있고.비내리는오후 장범준은 낸 모든 노래가 히트지.,positive,0.00060009037,0.001445764,0.99795413,장범준  파급력은 진짜 어마어마하지 않나 전국민이 알만한 곡도 가지고
장범준은 한시대를 만들고 정점에 선사람임...,neutral,0.0051411036,0.8911184,0.10374052,장범준은 한시대를 만들고 정점에 선사람임
가기로했으면가 버스커 장범준노래를 많이 안찾아듣는다는 소리는 근거없는 소리아님?.,negative,0.99688417,0.0025639655,0.00055193505,듣는다는 소리는 근거없는 소리아님
장범준이 ㅈ으로 보이냐?,negative,0.99835724,0.0013733244,0.00026940863,장범준이 ㅈ으로 보이냐
 막말로 장범준이 연예계 활동 했음,negative,0.9943969,0.005365727,0.0002373122,막말로 장범준이 연예계 활동 했음
 그냥 99대 1 나왔음 ㅋㅋㅋ.,neutral,0.00042363512,0.99931574,0.00026066927,그냥 99대 1 나왔음 
슈스케 최고의 아웃풋 아닌가싶다,positive,0.0014704362,0.0015361537,0.9969934,슈스케 최고의 아웃풋 아닌가싶다
버스커버스커.ㅁㅅㅍㅌ,neutral,0.00091896724,0.99887043,0.00021054104,버스커버스커
 벚꽃엔딩은 아실듯.,neutral,1.2179206e-05,0.9999125,7.534243e-05,벚꽃엔딩은 아실듯
우리아빠 요즘노래 아무것도 모르는데도 벚꽃엔딩 벨소리로 해두심ㅋㅋㅋ.,neutral,1.727695e-05,0.9999691,1.35414875e-05,벚꽃엔딩 벨소리로 해두심
장범준은 활동도안하고 음원만던지는데 파워존나세잖아.,negative,0.93606037,0.042055707,0.021883883,파워존나세잖아
다떠나서 장범준 노래를 더많이 들어서난 장범준.장범준은 요절하면김광석 급임.,neutral,0.0014836302,0.7898735,0.20864289,장범준은 요절하면김광석 급임
장범준 노래 허어어어어어어엉이 대부분아녀?.,neutral,0.0005969546,0.9980034,0.0013996082,장범준 노래 허어어어어어어엉이 대부분아녀
장범준 : 봄 노래로 사회적 분위기 만들어서 애매한 애들도 당시 분위기 휩쓸려서 신입생들 섹스 가능하게 해줌노래방 찌질이들 다수의 히트곡으로 구제해줌,negative,0.9927886,0.004421448,0.0027900273,장범준 
여기서 게임 끝.,neutral,0.0015816786,0.9974867,0.0009315446,여기서 게임 끝
가창력이나 이런거 볼게 아니라 가수면  대중성&그외등등 다 고려 해야하는거 아닌가,neutral,0.004687976,0.9946292,0.0006828717,가창력이나 이런거 볼게 아니라 가수면  대중성
  그런면에선  장범준이 맞다고봄 둘이 같은 장르도 아니고 전혀 다른 장르인데 비교할꺼면  가창력&대중성 파급력 최고점 등등 다 반영해야지.,positive,0.00062985526,0.0021630295,0.9972071,대중성 파급력 최고점 등등 다 반영해야지
ㄹㅇ취향영역 장범준은 음원이랑 독보적 스타일로 비비는거긴함.,neutral,0.0017330031,0.82589954,0.17236747,취향영역 장범준은 음원이랑 독보적 스타일로 비비는거긴함
덤더럼 장범준 압승이라는 사람들 근거가 차트순위 아님?,negative,0.96155405,0.0371816,0.001264359,사람들 근거가 차트순위 아님
 헤이즈 차트순위가 박정현보다 압도적으로 높은데다 대부분 자작곡인데?,positive,0.00062992214,0.0016413181,0.99772877,헤이즈 차트순위가 박정현보다 압도적으로 높은데다 대부분 자작곡인데?
 박정현은 가창력은 넘사지만 히트곡 언제인지 기억도 안 나고.. 댓글들 주장이랑 비슷하지 않음?.,neutral,0.06047413,0.8519526,0.087573275,박정현은 가창력은 넘사지만 히트곡 언제인지 기억도 안 나고
꼬우면 앨범 좀 내라 장범준.,negative,0.9963168,0.0032536807,0.0004295165,면 앨범 좀 내라 장범준
둘이 강점있는 분야가 아예 달라서 비교의미가 없다생각하지만 장범준은 21세기 한국 남자싱어송라이터중 원탑아니냐.,positive,0.008713342,0.16792496,0.8233617,한국 남자싱어송라이터중 원탑아니냐
류혜영사랑해 시대가 다르니까 ㅋㅋ,neutral,0.004165478,0.92519635,0.07063815,류혜영사랑해 시대가 다르니까 
 장범준 10년 지나면 예전만 할 거 같냐? ㅋㅋ,neutral,0.013240047,0.98096734,0.0057925857,장범준 10년 지나면 예전만 할 거 같냐
 네온사인 첫사랑 바로 튀어 나온다는 건 억지고 ㅋㅋ,negative,0.99031913,0.009348331,0.00033252488,네온사인 첫사랑 바로 튀어 
 그리고 내게 오는길 너에게 너는 나의 봄이다,neutral,0.0002851027,0.9963554,0.0033595979,내게 오는길 너에게 너는 나의 봄이다
 좋을텐데 제주도의 푸른 밤 등등 내가 다 일일이 또 써줘야 알아먹냐?.,negative,0.9973859,0.0023711496,0.00024295243,제주도의 푸른 밤 등등 내가 다 일일이 또 써줘야 알아먹냐
하입쿠키 제주도의 푸른 밤 히트하긴 했냐? ㅋㅋㅋㅋ,neutral,0.072447285,0.9226803,0.0048724283,하입쿠키 제주도의 푸른 밤 히트하긴 했냐
 이수영 광화문연가가 히트했다고 하면 그래,neutral,0.0011142718,0.9959311,0.0029547038,이수영 광화문연가가 히트했다고 하면 그래
 그건 히트하긴 했다,neutral,0.0054551135,0.9261647,0.068380214,그건 히트하긴 했다
 받아들이긴 할텐데 ㅋㅋㅋ,neutral,0.0004963086,0.99876285,0.0007409232,받아들이긴 할텐데 
 제주도의 푸른밤이 히트곡이면 장범준 노래는 왜 빼냐? ㅋㅋ.,neutral,0.0015246299,0.9951598,0.0033155403,제주도의 푸른밤이 히트곡이면 장범준 노래는 왜 빼냐
장규진 벚꽃엔딩은 가요사통틀어서 넘사인데 멜론기준 좋아요,positive,0.0012076822,0.00066926394,0.998123,멜론기준 좋아요
 너의모든순간이 10만 더많음,neutral,0.00078104704,0.99792457,0.001294346,너의모든순간이 10만 더많음
여수밤바다보다.,neutral,0.0001403403,0.99965906,0.00020057529,여수밤바다보다
나이 많은데 나도 장범준임.,neutral,0.0005862767,0.99808156,0.0013321745,나이 많은데 나도 장범준임
"더 좋고 나쁘고를 떠나서 ""대중가수""로썬 장범준이 위지..한섬닷컴 ??",neutral,0.00092423137,0.99739826,0.0016775641,장범준이 위지
 20대 중후반 학창시절때 딱 버스커버스커 전성기였는데 뭔소리임.,neutral,0.002793416,0.96539813,0.03180845,뭔소리임
